labels,total_transitions,horizontal_transitions,vertical_transitions,total_transitions_left,horizontal_transitions_left,vertical_transitions_left,total_transitions_right,horizontal_transitions_right,vertical_transitions_right,total_transitions_top,horizontal_transitions_top,vertical_transitions_top,total_transitions_bottom,horizontal_transitions_bottom,vertical_transitions_bottom
1,116,22,94,38,10,28,59,12,47,50,12,38,65,9,56
4,118,58,60,61,30,31,57,28,29,58,26,32,60,32,28
4,262,120,142,130,60,70,129,60,69,167,73,94,94,46,48
2,98,38,60,48,18,30,50,20,30,49,19,30,49,19,30
3,224,102,122,112,54,58,110,48,62,141,67,74,78,30,48
3,90,32,58,45,16,29,45,16,29,54,22,32,36,10,26
1,124,28,96,59,16,43,60,12,48,54,14,40,70,14,56
0,104,48,56,52,24,28,52,24,28,62,34,28,42,14,28
4,88,30,58,42,14,28,45,16,29,43,13,30,45,17,28
2,150,50,100,72,24,48,78,26,52,60,22,38,90,28,62
4,126,40,86,66,20,46,60,20,40,48,20,28,78,20,58
3,70,14,56,34,6,28,36,8,28,35,7,28,35,7,28
1,118,28,90,48,14,34,59,14,45,48,14,34,68,12,56
4,100,44,56,48,20,28,52,24,28,58,30,28,42,14,28
2,212,92,120,105,46,59,107,46,61,108,46,62,104,46,58
2,240,104,136,118,48,70,122,56,66,122,68,54,116,34,82
0,84,26,58,41,12,29,43,14,29,43,13,30,41,13,28
1,100,20,80,39,10,29,50,10,40,38,10,28,62,10,52
3,78,22,56,38,10,28,40,12,28,40,12,28,37,9,28
4,144,50,94,69,24,45,75,26,49,68,24,44,75,25,50
2,150,44,106,77,22,55,73,22,51,49,21,28,100,22,78
3,90,34,56,44,16,28,46,18,28,46,18,28,43,15,28
2,120,44,76,60,22,38,60,22,38,50,22,28,70,22,48
2,110,38,72,55,18,37,55,20,35,46,18,28,63,19,44
2,140,46,94,72,24,48,68,22,46,59,23,36,80,22,58
2,128,52,76,62,26,36,66,26,40,52,22,30,75,29,46
3,80,22,58,39,10,29,41,12,29,41,13,28,39,9,30
4,120,56,64,59,28,31,61,28,33,64,34,30,52,18,34
2,110,44,66,55,22,33,55,22,33,53,23,30,57,21,36
1,112,22,90,38,10,28,57,12,45,46,12,34,65,9,56
4,122,46,76,64,24,40,58,22,36,48,20,28,74,26,48
3,84,24,60,41,12,29,42,12,30,42,10,32,41,13,28
1,120,28,92,60,14,46,60,14,46,52,16,36,68,12,56
3,106,42,64,52,20,32,54,22,32,61,25,36,43,15,28
2,128,48,80,62,24,38,66,24,42,49,21,28,78,26,52
1,118,24,94,59,12,47,58,12,46,54,16,38,64,8,56
3,126,42,84,45,14,31,72,28,44,57,19,38,69,23,46
4,102,42,60,50,20,30,52,22,30,49,21,28,53,21,32
3,94,32,62,46,16,30,47,16,31,45,15,30,49,17,32
2,104,44,60,52,22,30,52,22,30,50,22,28,54,22,32
4,90,32,58,42,14,28,47,18,29,45,15,30,45,17,28
1,110,20,90,55,10,45,54,10,44,46,12,34,64,8,56
3,110,34,76,54,16,38,55,18,37,63,19,44,47,15,32
1,126,30,96,50,14,36,64,16,48,54,14,40,72,16,56
3,106,46,60,52,22,30,53,24,29,54,26,28,52,20,32
4,116,50,66,49,20,29,67,30,37,69,33,36,47,17,30
3,114,44,70,58,22,36,56,22,34,64,22,42,50,22,28
2,146,46,100,73,22,51,73,24,49,69,23,46,77,23,54
4,94,36,58,46,18,28,47,18,29,46,16,30,47,19,28
3,78,22,56,38,10,28,40,12,28,43,15,28,35,7,28
3,102,44,58,51,22,29,51,22,29,52,22,30,50,22,28
4,148,70,78,69,32,37,77,38,39,85,41,44,63,29,34
0,94,28,66,46,14,32,47,14,33,49,15,34,44,12,32
4,120,48,72,60,22,38,59,26,33,49,19,30,69,27,42
0,104,48,56,52,24,28,52,24,28,60,32,28,44,16,28
1,80,22,58,37,10,27,43,12,31,40,12,28,40,10,30
1,112,28,84,45,12,33,59,16,43,50,14,36,62,14,48
4,108,50,58,53,24,29,55,26,29,53,23,30,55,27,28
2,120,44,76,66,22,44,54,22,32,49,21,28,71,23,48
1,122,26,96,52,12,40,62,14,48,54,14,40,67,11,56
0,100,44,56,52,24,28,48,20,28,55,27,28,45,17,28
0,102,46,56,50,22,28,52,24,28,59,31,28,43,15,28
2,164,68,96,87,36,51,76,32,44,98,44,54,65,23,42
1,116,24,92,40,12,28,58,12,46,51,15,36,65,9,56
0,110,56,54,53,26,27,57,30,27,57,31,26,53,25,28
4,96,38,58,47,18,29,49,20,29,55,25,30,41,13,28
1,82,20,62,41,10,31,38,10,28,38,10,28,43,9,34
1,118,24,94,47,12,35,59,12,47,52,14,38,66,10,56
1,110,24,86,40,10,30,65,14,51,42,12,30,67,11,56
1,124,44,80,63,22,41,61,22,39,52,22,30,72,22,50
2,110,44,66,54,22,32,56,22,34,48,20,28,62,24,38
2,118,48,70,61,24,37,56,24,32,49,21,28,69,27,42
4,110,44,66,56,22,34,54,22,32,50,22,28,60,22,38
1,108,20,88,54,10,44,38,10,28,44,12,32,64,8,56
1,118,28,90,43,12,31,66,16,50,48,12,36,69,15,54
3,146,58,88,59,24,35,81,34,47,75,27,48,69,29,40
4,148,56,92,73,28,45,75,28,47,52,22,30,96,34,62
4,118,62,56,58,30,28,60,32,28,55,27,28,63,35,28
0,128,66,62,63,30,33,65,36,29,84,50,34,43,15,28
2,112,38,74,53,18,35,59,20,39,47,19,28,65,19,46
2,128,50,78,62,24,38,66,26,40,54,24,30,74,26,48
2,108,44,64,54,22,32,54,22,32,52,22,30,56,22,34
0,126,56,70,64,28,36,62,28,34,73,35,38,53,21,32
0,100,46,54,51,24,27,49,22,27,55,29,26,45,17,28
3,112,42,70,54,20,34,58,22,36,65,23,42,47,19,28
2,112,44,68,57,22,35,55,22,33,50,22,28,62,22,40
0,96,40,56,48,20,28,48,20,28,56,28,28,40,12,28
0,104,48,56,52,24,28,52,24,28,62,34,28,41,13,28
2,102,42,60,51,22,29,51,20,31,49,21,28,52,20,32
0,100,44,56,50,22,28,50,22,28,58,30,28,42,14,28
2,112,44,68,55,22,33,57,22,35,48,20,28,64,24,40
2,138,52,86,57,28,29,80,24,56,60,28,32,76,22,54
0,110,48,62,56,24,32,53,24,29,63,31,32,47,17,30
2,106,42,64,52,20,32,54,22,32,47,19,28,59,23,36
0,106,50,56,52,24,28,54,26,28,62,34,28,43,15,28
1,122,34,88,53,16,37,63,18,45,46,14,32,74,18,56
1,112,22,90,41,10,31,57,12,45,48,14,34,64,8,56
1,118,30,88,43,14,29,60,16,44,48,16,32,70,14,56
2,132,46,86,67,22,45,65,24,41,48,20,28,84,26,58
3,80,24,56,40,12,28,40,12,28,40,12,28,40,12,28
4,126,44,82,66,20,46,60,24,36,47,19,28,78,24,54
1,110,28,82,49,14,35,56,14,42,50,16,34,60,12,48
2,204,80,124,107,40,67,97,40,57,120,54,66,84,26,58
1,104,22,82,53,12,41,50,10,40,43,13,30,60,8,52
4,120,46,74,63,24,39,57,22,35,48,20,28,72,26,46
1,122,28,94,55,16,39,59,12,47,53,15,38,69,13,56
2,102,42,60,49,20,29,53,22,31,51,21,30,51,21,30
0,142,68,74,69,32,37,70,36,34,85,45,40,56,22,34
3,84,28,56,43,14,29,41,14,27,40,12,28,43,15,28
2,152,58,94,76,28,48,75,30,45,65,33,32,86,24,62
4,106,46,60,52,22,30,54,24,30,48,20,28,58,26,32
3,110,40,70,49,18,31,61,22,39,61,21,40,49,19,30
3,90,34,56,46,18,28,44,16,28,48,20,28,42,14,28
0,108,52,56,54,26,28,54,26,28,63,35,28,45,17,28
1,106,24,82,41,12,29,53,12,41,40,12,28,66,12,54
1,112,24,88,38,10,28,58,14,44,47,11,36,65,13,52
0,102,46,56,52,24,28,50,22,28,58,30,28,44,16,28
0,106,48,58,51,22,29,55,26,29,59,29,30,47,19,28
2,136,46,90,68,22,46,68,24,44,53,23,30,83,23,60
4,262,112,150,131,54,77,130,58,72,168,76,92,92,34,58
3,226,108,118,98,52,46,120,56,64,120,54,66,104,52,52
3,122,46,76,57,20,37,64,26,38,81,33,48,40,12,28
2,182,64,118,80,28,52,102,36,66,87,35,52,94,28,66
1,114,26,88,49,12,37,58,14,44,46,14,32,68,12,56
4,104,42,62,50,20,30,54,22,32,49,21,28,55,21,34
2,120,40,80,62,20,42,58,20,38,49,19,30,70,20,50
1,104,22,82,39,10,29,54,12,42,44,12,32,60,10,50
2,116,44,72,58,22,36,57,22,35,52,20,32,64,24,40
4,112,44,68,57,22,35,55,22,33,48,20,28,64,24,40
1,108,22,86,53,10,43,55,12,43,42,12,30,65,9,56
0,112,52,60,52,24,28,60,28,32,64,34,30,47,17,30
4,112,42,70,55,20,35,57,22,35,51,21,30,61,21,40
1,114,24,90,41,12,29,57,12,45,49,15,34,65,9,56
3,78,22,56,38,10,28,40,12,28,41,13,28,37,9,28
0,198,92,106,101,48,53,97,44,53,145,69,76,48,18,30
2,168,50,118,86,26,60,82,24,58,62,24,38,106,26,80
1,82,20,62,41,10,31,38,10,28,40,12,28,42,8,34
4,138,72,66,67,34,33,71,38,33,69,35,34,69,37,32
1,108,24,84,54,12,42,52,12,40,40,12,28,67,11,56
4,112,42,70,55,20,35,57,22,35,49,21,28,63,21,42
1,106,18,88,36,8,28,54,10,44,42,10,32,64,8,56
1,112,22,90,39,10,29,57,12,45,48,14,34,64,8,56
4,110,48,62,53,22,31,56,26,30,54,22,32,56,26,30
3,98,36,62,53,20,33,45,16,29,57,23,34,41,13,28
4,106,44,62,55,24,31,51,20,31,46,18,28,59,25,34
1,120,26,94,38,10,28,63,16,47,50,12,38,70,14,56
2,152,50,102,81,26,55,71,24,47,63,23,40,88,26,62
3,108,34,74,45,16,29,63,18,45,52,18,34,56,16,40
3,102,38,64,49,18,31,52,20,32,46,14,32,54,22,32
0,106,48,58,50,22,28,55,26,29,63,33,30,43,15,28
4,92,34,58,45,16,29,47,18,29,47,17,30,45,17,28
1,114,22,92,47,10,37,58,12,46,49,13,36,64,8,56
4,104,44,60,52,22,30,52,22,30,58,26,32,46,18,28
1,112,22,90,37,10,27,57,12,45,48,14,34,64,8,56
1,88,24,64,41,12,29,44,12,32,38,12,26,50,12,38
4,186,88,98,84,40,44,101,48,53,81,35,46,103,51,52
0,108,50,58,55,26,29,53,24,29,62,32,30,46,18,28
4,88,30,58,45,16,29,43,14,29,45,15,30,43,15,28
4,96,40,56,48,20,28,48,20,28,52,24,28,44,16,28
0,136,50,86,69,22,47,67,28,39,95,37,58,41,13,28
2,112,42,70,54,20,34,58,22,36,49,19,30,62,22,40
3,96,38,58,48,20,28,47,18,29,52,22,30,43,15,28
1,112,22,90,38,10,28,57,12,45,48,14,34,64,8,56
2,136,44,92,64,20,44,72,24,48,56,20,36,80,24,56
4,152,54,98,74,26,48,75,28,47,68,28,40,83,25,58
0,136,62,74,50,22,28,86,40,46,95,49,46,41,13,28
2,112,40,72,54,18,36,58,22,36,50,20,30,61,19,42
3,92,36,56,46,18,28,46,18,28,46,18,28,46,18,28
2,148,62,86,75,32,43,67,30,37,70,30,40,77,31,46
3,90,34,56,46,18,28,44,16,28,43,15,28,47,19,28
3,94,36,58,47,18,29,47,18,29,50,20,30,43,15,28
4,106,48,58,50,22,28,55,26,29,61,31,30,45,17,28
0,94,36,58,45,16,29,49,20,29,47,17,30,47,19,28
1,96,20,76,41,10,31,48,10,38,45,11,34,51,9,42
2,142,56,86,46,18,28,95,38,57,59,25,34,82,30,52
0,110,50,60,54,24,30,56,26,30,65,33,32,45,17,28
1,114,24,90,45,12,33,57,12,45,47,13,34,66,10,56
2,166,60,106,82,30,52,84,30,54,75,31,44,91,29,62
3,106,36,70,53,18,35,53,18,35,62,20,42,44,16,28
0,108,50,58,50,22,28,58,28,30,64,34,30,43,15,28
2,110,48,62,50,22,28,60,26,34,50,22,28,60,26,34
4,140,50,90,76,24,52,64,26,38,49,21,28,90,28,62
3,106,38,68,49,18,31,57,20,37,65,25,40,40,12,28
2,98,40,58,49,20,29,49,20,29,48,20,28,50,20,30
1,118,26,92,55,14,41,58,12,46,50,14,36,67,11,56
2,96,40,56,48,20,28,48,20,28,48,20,28,48,20,28
4,122,40,82,61,20,41,61,20,41,48,20,28,74,20,54
1,110,22,88,38,10,28,56,12,44,44,12,32,65,9,56
4,114,48,66,58,24,34,56,24,32,47,19,28,66,28,38
2,102,40,62,52,20,32,50,20,30,46,18,28,55,21,34
0,134,50,84,70,24,46,63,26,37,75,27,48,59,23,36
1,112,20,92,56,10,46,52,10,42,47,11,36,64,8,56
0,104,48,56,52,24,28,52,24,28,59,31,28,45,17,28
2,104,42,62,51,20,31,53,22,31,48,20,28,55,21,34
0,102,46,56,51,24,27,51,22,29,57,29,28,44,16,28
0,108,52,56,52,24,28,56,28,28,63,35,28,44,16,28
1,118,26,92,59,14,45,58,12,46,50,14,36,68,12,56
1,106,22,84,50,10,40,54,12,42,39,11,28,66,10,56
4,136,54,82,66,26,40,70,28,42,65,27,38,71,27,44
2,146,66,80,72,34,38,72,32,40,56,24,32,88,40,48
1,126,26,100,62,12,50,61,14,47,60,16,44,66,10,56
1,86,28,58,44,16,28,41,12,29,42,14,28,44,14,30
3,114,38,76,56,18,38,58,20,38,68,20,48,44,16,28
0,116,38,78,54,16,38,61,22,39,70,20,50,46,18,28
3,82,26,56,40,12,28,42,14,28,39,11,28,43,15,28
0,98,42,56,50,22,28,48,20,28,56,28,28,42,14,28
3,88,30,58,43,14,29,45,16,29,41,11,30,47,19,28
3,96,36,60,46,16,30,49,20,29,44,14,30,51,21,30
0,106,48,58,52,24,28,53,24,29,59,29,30,47,19,28
0,152,72,80,70,34,36,78,38,40,62,34,28,88,36,52
2,110,44,66,56,22,34,54,22,32,49,21,28,61,23,38
4,106,42,64,52,20,32,54,22,32,48,20,28,57,21,36
3,84,22,62,41,10,31,43,12,31,46,12,34,38,10,28
1,112,22,90,42,10,32,57,12,45,48,14,34,64,8,56
4,106,40,66,52,20,32,54,20,34,48,20,28,58,20,38
4,208,68,140,115,38,77,92,30,62,87,35,52,119,31,88
1,122,26,96,51,12,39,62,14,48,56,16,40,66,10,56
1,110,22,88,38,10,28,56,12,44,45,13,32,65,9,56
2,140,56,84,69,28,41,71,28,43,60,24,36,77,29,48
0,144,62,82,68,28,40,75,34,41,71,33,38,71,27,44
2,112,44,68,52,20,32,59,24,35,54,22,32,58,22,36
4,108,40,68,55,20,35,53,20,33,44,18,26,63,21,42
1,112,24,88,56,12,44,50,12,38,47,15,32,65,9,56
3,102,40,62,47,18,29,52,22,30,51,17,34,50,22,28
3,94,36,58,47,18,29,47,18,29,53,23,30,41,13,28
3,104,44,60,50,20,30,54,24,30,46,18,28,57,25,32
2,96,38,58,47,18,29,49,20,29,48,20,28,48,18,30
1,114,26,88,48,12,36,58,14,44,46,14,32,68,12,56
4,126,46,80,66,22,44,60,24,36,50,22,28,76,24,52
1,114,22,92,38,10,28,58,12,46,50,14,36,64,8,56
3,96,36,60,50,20,30,46,16,30,46,14,32,49,21,28
0,140,60,80,71,30,41,69,30,39,72,28,44,68,32,36
0,108,58,50,53,28,25,55,30,25,48,24,24,59,33,26
3,102,44,58,49,20,29,53,24,29,52,22,30,50,22,28
2,128,50,78,66,24,42,62,26,36,60,28,32,67,21,46
2,202,88,114,95,42,53,101,46,55,110,50,60,90,36,54
0,110,52,58,53,24,29,57,28,29,62,32,30,48,20,28
4,114,56,58,57,28,29,57,28,29,54,24,30,58,30,28
4,110,48,62,54,24,30,56,24,32,52,24,28,58,24,34
0,92,36,56,46,18,28,46,18,28,44,16,28,48,20,28
0,88,30,58,45,16,29,43,14,29,45,15,30,42,14,28
3,124,46,78,57,22,35,62,24,38,48,16,32,75,29,46
3,92,34,58,45,16,29,47,18,29,53,23,30,39,11,28
0,110,52,58,55,26,29,55,26,29,60,30,30,50,22,28
3,74,18,56,36,8,28,38,10,28,38,10,28,36,8,28
3,104,38,66,51,18,33,53,20,33,67,29,38,37,9,28
2,102,46,56,50,22,28,52,24,28,51,23,28,51,23,28
1,102,20,82,36,8,28,53,12,41,39,11,28,62,8,54
4,122,50,72,56,24,32,66,26,40,49,21,28,73,29,44
4,104,36,68,52,18,34,52,18,34,45,13,32,59,23,36
4,100,44,56,50,22,28,50,22,28,46,18,28,52,24,28
4,88,32,56,44,16,28,44,16,28,42,14,28,46,18,28
3,138,58,80,64,28,36,68,30,38,91,39,52,47,19,28
2,134,50,84,62,24,38,72,26,46,51,21,30,82,28,54
4,174,82,92,85,42,43,88,40,48,109,55,54,65,27,38
4,104,44,60,54,22,32,50,22,28,49,21,28,55,23,32
1,112,44,68,56,22,34,54,22,32,50,22,28,62,22,40
1,124,32,92,62,18,44,60,14,46,54,18,36,70,14,56
2,118,44,74,65,22,43,53,22,31,48,20,28,70,24,46
2,120,38,82,59,18,41,61,20,41,46,18,28,73,19,54
4,148,80,68,67,34,33,81,46,35,64,30,34,80,46,34
3,88,30,58,43,14,29,45,16,29,44,14,30,43,15,28
4,120,56,64,61,30,31,59,26,33,54,26,28,66,30,36
4,102,42,60,53,22,31,49,20,29,47,19,28,55,23,32
2,98,40,58,49,20,29,49,20,29,48,20,28,50,20,30
3,96,38,58,47,18,29,49,20,29,54,24,30,42,14,28
4,98,42,56,48,20,28,50,22,28,47,19,28,51,23,28
0,110,52,58,53,24,29,57,28,29,65,35,30,45,17,28
3,100,42,58,49,20,29,51,22,29,47,17,30,52,24,28
1,118,26,92,48,12,36,60,14,46,52,14,38,66,12,54
1,114,24,90,44,12,32,57,12,45,48,14,34,66,10,56
0,326,262,64,149,110,39,176,152,24,178,138,40,134,110,24
0,86,30,56,42,14,28,44,16,28,45,17,28,41,13,28
3,88,32,56,44,16,28,44,16,28,43,15,28,45,17,28
3,82,26,56,40,12,28,42,14,28,40,12,28,42,14,28
2,102,44,58,51,22,29,51,22,29,50,22,28,52,22,30
4,148,48,100,76,24,52,72,24,48,49,21,28,98,26,72
4,108,42,66,52,20,32,55,22,33,47,19,28,61,23,38
0,188,96,92,77,44,33,111,52,59,133,73,60,47,15,32
0,90,32,58,45,16,29,45,16,29,45,15,30,45,17,28
1,98,20,78,36,8,28,51,12,39,40,12,28,58,8,50
2,158,46,112,76,22,54,82,24,58,53,21,32,104,24,80
3,106,48,58,53,24,29,53,24,29,58,30,28,48,18,30
4,110,38,72,60,18,42,50,20,30,47,19,28,63,19,44
0,176,96,80,71,38,33,105,58,47,101,59,42,75,37,38
3,118,48,70,56,22,34,62,26,36,65,23,42,53,25,28
2,118,46,72,52,20,32,66,26,40,52,22,30,66,24,42
1,114,22,92,38,10,28,58,12,46,50,14,36,64,8,56
1,112,20,92,56,10,46,49,10,39,48,12,36,64,8,56
3,108,40,68,52,18,34,56,22,34,61,21,40,47,19,28
3,112,38,74,44,16,28,68,22,46,62,18,44,47,17,30
3,230,92,138,136,52,84,91,40,51,120,36,84,110,56,54
0,106,48,58,51,22,29,55,26,29,63,33,30,42,14,28
3,118,40,78,53,18,35,64,22,42,68,22,46,49,17,32
4,114,42,72,56,20,36,58,22,36,50,20,30,64,22,42
3,92,22,70,38,10,28,54,12,42,39,11,28,53,11,42
1,116,22,94,57,10,47,47,12,35,51,13,38,65,9,56
1,104,22,82,41,10,31,53,12,41,39,11,28,65,11,54
1,110,22,88,45,10,35,56,12,44,44,12,32,66,10,56
2,98,42,56,50,22,28,47,20,27,52,22,30,46,20,26
4,136,42,94,64,20,44,72,22,50,47,19,28,88,22,66
2,136,48,88,68,24,44,67,24,43,56,22,34,79,25,54
0,82,28,54,41,14,27,41,14,27,40,14,26,42,14,28
4,262,90,172,133,54,79,126,36,90,154,56,98,105,31,74
4,120,62,58,58,30,28,62,32,30,64,36,28,56,26,30
3,76,22,54,35,10,25,41,12,29,39,13,26,37,9,28
3,88,32,56,44,16,28,44,16,28,42,14,28,42,14,28
0,106,50,56,50,22,28,56,28,28,62,34,28,44,16,28
4,114,48,66,60,26,34,53,22,31,56,24,32,58,24,34
1,106,24,82,53,12,41,50,12,38,42,14,28,64,10,54
1,102,28,74,51,14,37,49,14,35,40,14,26,62,14,48
2,152,48,104,69,24,45,83,24,59,55,23,32,97,25,72
4,130,42,88,64,20,44,66,22,44,48,20,28,82,22,60
4,102,46,56,50,22,28,52,24,28,57,29,28,43,15,28
3,114,52,62,54,26,28,59,26,33,51,21,30,63,31,32
3,84,26,58,41,12,29,43,14,29,45,15,30,39,11,28
0,112,54,58,55,26,29,57,28,29,63,33,30,48,20,28
1,114,26,88,58,14,44,54,12,42,47,15,32,66,10,56
4,140,44,96,72,22,50,68,22,46,49,21,28,91,23,68
2,188,56,132,84,22,62,103,34,69,83,33,50,104,22,82
4,102,40,62,51,20,31,51,20,31,46,18,28,55,21,34
0,108,50,58,52,24,28,56,26,30,60,32,28,48,18,30
1,110,20,90,39,10,29,55,10,45,46,12,34,63,7,56
2,116,40,76,56,18,38,60,22,38,47,19,28,69,21,48
2,104,40,64,53,20,33,51,20,31,46,18,28,58,22,36
4,114,64,50,57,32,25,57,32,25,62,38,24,50,24,26
0,100,42,58,48,20,28,51,22,29,57,27,30,43,15,28
2,140,46,94,64,22,42,76,24,52,50,22,28,90,24,66
3,90,34,56,44,16,28,46,18,28,45,17,28,45,17,28
2,138,54,84,79,30,49,59,24,35,57,25,32,81,29,52
2,166,46,120,82,22,60,84,24,60,63,23,40,103,23,80
4,106,40,66,53,20,33,53,20,33,46,20,26,60,20,40
0,118,52,66,59,26,33,59,26,33,70,32,38,48,20,28
1,78,20,58,39,10,29,38,10,28,38,10,28,40,10,30
2,112,44,68,59,22,37,53,22,31,47,19,28,64,24,40
3,104,32,72,43,16,27,61,16,45,59,17,42,43,13,30
2,110,40,70,54,20,34,56,20,36,47,19,28,63,21,42
3,88,32,56,41,16,25,46,16,30,47,19,28,40,12,28
3,178,76,102,69,32,37,104,44,60,88,38,50,86,34,52
0,322,160,162,166,84,82,152,76,76,135,67,68,177,83,94
1,102,18,84,36,8,28,52,10,42,39,11,28,62,6,56
0,104,46,58,53,24,29,51,22,29,60,30,30,44,16,28
3,126,52,74,66,26,40,60,26,34,64,24,40,62,28,34
0,104,46,58,51,22,29,53,24,29,59,29,30,45,17,28
0,184,94,90,92,46,46,92,48,44,131,73,58,52,20,32
3,106,48,58,54,24,30,52,24,28,63,33,30,43,15,28
1,82,24,58,41,12,29,41,12,29,39,11,28,42,12,30
0,112,42,70,48,18,30,64,24,40,67,25,42,44,16,28
0,102,46,56,48,20,28,54,26,28,58,30,28,44,16,28
2,128,44,84,63,20,43,64,24,40,48,20,28,80,24,56
0,108,50,58,53,24,29,55,26,29,64,34,30,44,16,28
4,114,44,70,54,20,34,59,24,35,49,19,30,65,25,40
0,102,44,58,52,22,30,50,22,28,61,31,30,41,13,28
1,92,26,66,38,10,28,50,16,34,40,12,28,51,13,38
3,90,34,56,44,16,28,46,18,28,49,21,28,40,12,28
3,94,36,58,47,18,29,47,18,29,47,17,30,46,18,28
2,110,44,66,58,22,36,52,22,30,47,19,28,63,25,38
4,104,42,62,52,20,32,52,22,30,52,22,30,52,20,32
3,98,28,70,49,14,35,48,14,34,55,13,42,43,15,28
3,120,36,84,62,18,44,58,18,40,70,18,52,49,17,32
2,308,90,218,156,48,108,150,42,108,151,55,96,155,33,122
2,240,92,148,101,38,63,133,54,79,137,57,80,99,31,68
4,124,66,58,60,34,26,64,32,32,47,25,22,77,41,36
0,106,40,66,49,18,31,56,22,34,59,21,38,47,19,28
4,98,40,58,49,20,29,49,20,29,46,18,28,52,22,30
0,188,90,98,89,42,47,95,48,47,128,64,64,56,22,34
4,114,56,58,57,28,29,57,28,29,68,38,30,45,17,28
0,104,48,56,52,24,28,52,24,28,62,34,28,42,14,28
3,98,42,56,48,20,28,50,22,28,54,26,28,43,15,28
3,136,46,90,72,24,48,64,22,42,72,24,48,63,21,42
1,108,24,84,54,12,42,50,12,38,42,14,28,65,9,56
3,124,34,90,59,16,43,65,18,47,73,21,52,51,13,38
2,212,100,112,110,50,60,101,50,51,117,63,54,93,35,58
2,106,42,64,51,20,31,54,22,32,49,21,28,57,21,36
1,110,22,88,38,10,28,56,12,44,43,11,32,67,11,56
3,102,46,56,52,24,28,50,22,28,47,17,30,54,28,26
3,90,32,58,45,16,29,45,16,29,52,22,30,38,10,28
1,104,22,82,38,10,28,53,12,41,41,13,28,63,9,54
3,110,40,70,54,18,36,56,22,34,59,19,40,51,21,30
0,112,56,56,56,28,28,56,28,28,60,32,28,52,24,28
3,114,50,64,57,24,33,56,26,30,56,26,30,58,24,34
0,106,52,54,53,26,27,53,26,27,62,36,26,44,16,28
4,106,50,56,52,24,28,54,26,28,64,36,28,42,14,28
1,80,22,58,38,10,28,41,12,29,40,12,28,40,10,30
4,154,44,110,77,22,55,77,22,55,48,20,28,104,22,82
4,112,42,70,56,20,36,56,22,34,47,19,28,64,22,42
0,94,36,58,45,16,29,49,20,29,49,19,30,45,17,28
4,90,32,58,45,16,29,45,16,29,46,16,30,44,16,28
3,102,40,62,48,18,30,53,22,31,51,19,32,51,21,30
0,108,42,66,54,20,34,54,22,32,47,19,28,61,23,38
1,114,24,90,38,10,28,60,14,46,46,12,34,67,11,56
3,92,36,56,46,18,28,46,18,28,44,16,28,48,20,28
0,106,48,58,53,24,29,53,24,29,58,28,30,48,20,28
4,104,48,56,52,24,28,52,24,28,60,32,28,43,15,28
0,134,66,68,66,32,34,67,34,33,85,45,40,49,21,28
4,140,46,94,58,20,38,82,26,56,57,23,34,82,22,60
1,116,24,92,50,12,38,58,12,46,48,12,36,67,11,56
2,196,80,116,98,38,60,98,42,56,104,50,54,91,29,62
0,102,46,56,50,22,28,52,24,28,53,25,28,43,15,28
4,92,34,58,44,16,28,47,18,29,43,13,30,49,21,28
