labels,total_transitions,horizontal_transitions,vertical_transitions,total_transitions_left,horizontal_transitions_left,vertical_transitions_left,total_transitions_right,horizontal_transitions_right,vertical_transitions_right,total_transitions_top,horizontal_transitions_top,vertical_transitions_top,total_transitions_bottom,horizontal_transitions_bottom,vertical_transitions_bottom
3,88,30,58,43,14,29,45,16,29,45,15,30,43,15,28
1,110,22,88,38,10,28,56,12,44,44,12,32,66,10,56
0,108,52,56,54,26,28,54,26,28,63,35,28,45,17,28
4,220,108,112,115,58,57,104,50,54,117,57,60,97,45,52
1,368,254,114,181,120,61,183,134,49,156,108,48,211,145,66
1,118,26,92,53,14,39,55,12,43,50,14,36,68,12,56
0,172,72,100,74,32,42,92,40,52,109,51,58,62,20,42
4,90,30,60,43,14,29,46,16,30,45,13,32,45,17,28
2,106,40,66,53,20,33,53,20,33,48,20,28,58,20,38
1,96,16,80,48,8,40,41,8,33,44,8,36,52,8,44
2,96,34,62,48,18,30,47,16,31,44,16,28,52,18,34
4,130,52,78,70,28,42,60,24,36,52,24,28,77,27,50
1,116,24,92,40,12,28,58,12,46,50,14,36,66,10,56
0,124,58,66,57,26,31,67,32,35,78,40,38,45,17,28
2,92,38,54,46,18,28,46,20,26,43,17,26,49,21,28
2,116,52,64,57,26,31,59,26,33,54,24,30,62,28,34
3,114,48,66,55,24,31,57,24,33,57,23,34,56,24,32
1,122,28,94,46,12,34,63,16,47,52,14,38,70,14,56
4,138,70,68,66,34,32,71,36,35,58,26,32,80,44,36
0,104,46,58,51,22,29,53,24,29,60,30,30,44,16,28
0,230,116,114,126,66,60,101,50,51,143,79,64,82,32,50
4,104,46,58,51,22,29,53,24,29,51,21,30,53,25,28
0,106,48,58,53,24,29,53,24,29,61,31,30,45,17,28
3,142,70,72,73,36,37,69,34,35,77,37,40,65,33,32
4,122,56,66,60,28,32,62,28,34,50,22,28,72,34,38
3,94,36,58,47,18,29,47,18,29,48,18,30,46,18,28
3,98,40,58,47,18,29,51,22,29,53,23,30,45,17,28
1,118,24,94,59,12,47,58,12,46,52,14,38,66,10,56
3,74,18,56,36,8,28,38,10,28,38,10,28,36,8,28
3,92,36,56,44,16,28,48,20,28,49,21,28,42,14,28
3,112,46,66,55,22,33,57,24,33,64,26,38,46,18,28
3,106,46,60,52,22,30,54,24,30,50,20,30,54,24,30
4,112,52,60,56,26,30,56,26,30,67,35,32,45,17,28
0,136,58,78,58,26,32,75,32,43,84,38,46,48,16,32
1,126,32,94,51,14,37,66,18,48,53,15,38,72,16,56
1,122,34,88,51,10,41,69,24,45,52,20,32,70,14,56
2,104,44,60,49,20,29,55,24,31,52,22,30,51,21,30
4,104,46,58,50,22,28,54,24,30,57,29,28,47,17,30
1,124,36,88,62,18,44,59,18,41,50,18,32,74,18,56
0,100,44,56,50,22,28,50,22,28,51,23,28,42,14,28
1,100,20,80,50,10,40,49,10,39,40,12,28,60,8,52
0,154,70,84,75,36,39,77,34,43,102,46,56,50,22,28
3,102,42,60,48,18,30,54,24,30,52,20,32,48,20,28
1,112,22,90,43,10,33,57,12,45,48,14,34,64,8,56
0,118,56,62,62,30,32,56,26,30,73,39,34,45,17,28
2,92,36,56,46,18,28,46,18,28,46,18,28,46,18,28
2,104,38,66,51,18,33,53,20,33,49,19,30,55,19,36
2,124,42,82,65,22,43,59,20,39,48,20,28,76,22,54
3,104,42,62,50,20,30,54,22,32,52,20,32,47,17,30
2,94,36,58,47,18,29,47,18,29,46,18,28,48,18,30
3,98,36,62,49,18,31,47,18,29,46,16,30,52,20,32
2,102,42,60,53,22,31,48,20,28,52,22,30,50,20,30
4,124,38,86,60,18,42,64,20,44,46,18,28,77,19,58
3,110,36,74,45,16,29,65,20,45,60,20,40,50,16,34
1,114,22,92,48,10,38,58,12,46,48,12,36,66,10,56
3,194,88,106,89,40,49,102,48,54,106,50,56,88,38,50
4,148,44,104,70,20,50,78,24,54,49,21,28,99,23,76
0,108,50,58,53,24,29,55,26,29,63,33,30,45,17,28
0,98,42,56,48,20,28,50,22,28,56,28,28,42,14,28
4,98,42,56,48,20,28,50,22,28,54,26,28,44,16,28
1,110,24,86,41,12,29,55,12,43,43,13,30,66,10,56
1,112,26,86,54,12,42,57,14,43,44,14,30,67,11,56
1,80,22,58,37,10,27,41,12,29,40,12,28,40,10,30
4,102,44,58,51,22,29,51,22,29,50,22,28,52,22,30
1,112,28,84,56,14,42,50,14,36,46,14,32,66,14,52
2,128,46,82,64,22,42,64,24,40,50,20,30,78,26,52
3,96,38,58,47,18,29,49,20,29,53,23,30,43,15,28
4,124,54,70,64,28,36,59,26,33,68,30,38,56,24,32
1,76,18,58,36,8,28,39,10,29,39,11,28,37,7,30
2,160,72,88,76,32,44,82,40,42,67,29,38,93,43,50
2,98,38,60,48,18,30,50,20,30,47,19,28,51,19,32
4,106,48,58,51,22,29,55,26,29,53,23,30,53,25,28
4,96,40,56,48,20,28,48,20,28,48,20,28,48,20,28
1,108,20,88,54,10,44,50,10,40,43,11,32,65,9,56
1,124,32,92,57,16,41,62,16,46,52,16,36,71,15,56
0,102,44,58,51,22,29,51,22,29,60,30,30,42,14,28
3,78,20,58,37,8,29,40,12,28,40,10,30,37,9,28
1,120,32,88,60,16,44,53,16,37,48,16,32,72,16,56
0,98,44,54,49,22,27,49,22,27,56,28,28,42,16,26
3,98,40,58,49,20,29,48,20,28,48,18,30,50,22,28
0,106,48,58,55,26,29,51,22,29,62,32,30,44,16,28
1,88,26,62,44,14,30,41,12,29,42,14,28,46,12,34
4,116,44,72,52,22,30,64,22,42,48,20,28,68,24,44
4,88,30,58,43,14,29,45,16,29,49,19,30,39,11,28
1,114,22,92,38,10,28,58,12,46,50,14,36,64,8,56
2,172,48,124,82,22,60,90,26,64,70,26,44,102,22,80
3,122,42,80,62,20,42,60,22,38,68,18,50,51,21,30
0,104,42,62,42,18,24,62,24,38,55,23,32,49,19,30
4,102,44,58,51,22,29,51,22,29,58,28,30,44,16,28
1,116,20,96,58,10,48,51,10,41,52,12,40,64,8,56
4,102,42,60,50,20,30,52,22,30,49,21,28,53,21,32
2,104,44,60,52,22,30,52,22,30,50,22,28,54,22,32
1,112,26,86,51,12,39,57,14,43,45,15,30,67,11,56
0,110,52,58,52,24,28,58,28,30,67,37,30,43,15,28
3,90,34,56,44,16,28,46,18,28,44,16,28,46,18,28
1,122,28,94,55,12,43,63,16,47,52,14,38,70,14,56
2,106,44,62,54,22,32,52,22,30,53,23,30,53,21,32
1,122,24,98,49,10,39,63,14,49,56,14,42,66,10,56
3,94,38,56,46,18,28,48,20,28,47,19,28,47,19,28
2,124,42,82,62,20,42,62,22,40,52,20,32,71,21,50
2,138,46,92,75,22,53,63,24,39,53,21,32,84,24,60
4,130,44,86,66,20,46,64,24,40,48,20,28,82,24,58
3,104,48,56,50,22,28,54,26,28,55,27,28,49,21,28
3,110,50,60,53,24,29,57,26,31,49,19,30,61,31,30
1,120,24,96,52,12,40,60,12,48,54,14,40,66,10,56
2,238,98,140,117,44,73,119,54,65,131,49,82,106,48,58
3,102,38,64,51,18,33,51,20,31,57,21,36,44,16,28
0,138,68,70,68,32,36,70,36,34,72,38,34,66,30,36
0,112,52,60,56,26,30,56,26,30,61,29,32,51,23,28
1,86,28,58,42,14,28,43,14,29,41,13,28,45,15,30
1,122,28,94,52,12,40,64,16,48,52,14,38,69,13,56
0,164,92,72,81,46,35,83,46,37,120,76,44,44,16,28
2,160,48,112,80,24,56,80,24,56,61,23,38,99,25,74
1,120,26,94,50,14,36,59,12,47,52,14,38,68,12,56
1,124,30,94,53,14,39,65,16,49,53,15,38,70,14,56
3,102,38,64,55,20,35,47,18,29,54,18,36,48,20,28
0,106,48,58,51,22,29,55,26,29,53,23,30,53,25,28
1,106,22,84,51,10,41,54,12,42,38,10,28,67,11,56
3,144,52,92,64,22,42,80,30,50,86,30,56,56,20,36
3,116,44,72,60,24,36,52,20,32,59,21,38,57,23,34
2,102,42,60,49,20,29,53,22,31,48,20,28,54,22,32
0,110,52,58,55,26,29,55,26,29,61,31,30,48,20,28
3,92,36,56,46,18,28,46,18,28,51,23,28,41,13,28
0,106,50,56,52,24,28,54,26,28,61,33,28,45,17,28
1,114,26,88,51,14,37,55,12,43,47,15,32,67,11,56
1,120,24,96,55,12,43,60,12,48,53,13,40,66,10,56
0,108,48,60,55,24,31,53,24,29,63,31,32,45,17,28
1,118,26,92,55,12,43,60,14,46,51,15,36,66,10,56
3,86,28,58,43,14,29,43,14,29,46,18,28,40,10,30
4,120,50,70,58,24,34,62,26,36,75,33,42,45,17,28
2,176,76,100,84,36,48,92,40,52,90,44,46,86,32,54
3,122,38,84,63,20,43,59,18,41,75,21,54,47,17,30
3,96,40,56,46,18,28,50,22,28,47,19,28,49,21,28
2,112,44,68,55,20,35,57,24,33,51,21,30,61,23,38
1,106,24,82,38,10,28,55,14,41,40,12,28,66,12,54
1,114,22,92,48,10,38,58,12,46,50,14,36,64,8,56
3,218,150,68,112,76,36,104,74,30,85,51,34,124,90,34
3,116,34,82,59,18,41,57,16,41,52,18,34,64,16,48
4,94,34,60,46,16,30,48,18,30,46,14,32,48,20,28
3,90,34,56,44,16,28,46,18,28,43,15,28,45,17,28
2,104,46,58,51,22,29,53,24,29,50,20,30,53,25,28
0,96,42,54,49,22,27,47,20,27,54,28,26,42,14,28
0,106,50,56,51,24,27,55,26,29,60,32,28,46,18,28
2,158,70,88,84,38,46,74,32,42,83,43,40,75,27,48
2,122,40,82,64,20,44,57,20,37,48,20,28,74,20,54
4,114,46,68,54,22,32,60,24,36,47,19,28,65,25,40
3,84,20,64,37,8,29,44,12,32,45,9,36,38,10,28
0,106,48,58,50,22,28,56,26,30,63,33,30,43,15,28
2,112,40,72,57,20,37,55,20,35,48,20,28,64,20,44
0,120,48,72,55,22,33,64,26,38,79,35,44,41,13,28
2,114,42,72,58,20,38,56,22,34,49,21,28,65,21,44
2,116,42,74,57,20,37,59,22,37,48,20,28,68,22,46
1,122,28,94,59,14,45,61,14,47,53,15,38,69,13,56
0,102,46,56,50,22,28,52,24,28,60,32,28,42,14,28
2,138,48,90,68,22,46,69,26,43,49,21,28,87,25,62
3,158,56,102,74,24,50,83,32,51,90,30,60,66,24,42
1,104,20,84,38,10,28,52,10,42,39,11,28,64,8,56
3,84,24,60,42,12,30,42,12,30,46,14,32,38,10,28
1,100,24,76,50,12,38,40,12,28,42,14,28,58,10,48
2,102,40,62,48,18,30,54,22,32,48,20,28,53,19,34
4,100,44,56,50,22,28,50,22,28,58,30,28,42,14,28
4,102,44,58,48,20,28,54,24,30,50,22,28,52,22,30
2,126,42,84,62,20,42,64,22,42,48,20,28,78,22,56
2,110,42,68,54,20,34,55,22,33,52,22,30,58,20,38
4,120,44,76,63,22,41,56,22,34,48,20,28,72,24,48
3,92,32,60,43,14,29,48,18,30,49,17,32,43,15,28
2,108,42,66,55,22,33,53,20,33,50,20,30,58,22,36
3,78,20,58,39,10,29,39,10,29,40,10,30,38,10,28
0,100,38,62,51,20,31,49,18,31,50,16,34,50,22,28
3,88,30,58,42,14,28,45,16,29,48,18,30,39,11,28
4,150,44,106,80,22,58,70,22,48,51,21,30,99,23,76
1,76,20,56,38,10,28,38,10,28,40,12,28,36,8,28
3,78,22,56,38,10,28,40,12,28,39,11,28,39,11,28
0,124,52,72,62,26,36,62,26,36,56,24,32,68,28,40
4,130,62,68,66,32,34,64,30,34,50,24,26,79,37,42
0,90,32,58,45,16,29,45,16,29,46,16,30,44,16,28
4,106,42,64,54,20,34,52,22,30,47,19,28,59,23,36
0,116,46,70,51,22,29,59,24,35,59,29,30,56,16,40
1,100,20,80,48,10,38,50,10,40,39,11,28,61,9,52
0,106,46,60,52,22,30,54,24,30,65,33,32,41,13,28
4,126,62,64,62,30,32,63,32,31,71,39,32,53,21,32
0,300,162,138,134,74,60,163,88,75,188,106,82,109,53,56
2,126,46,80,59,22,37,67,24,43,49,21,28,77,25,52
1,114,24,90,53,12,41,57,12,45,45,11,34,69,13,56
1,116,24,92,40,12,28,58,12,46,50,14,36,66,10,56
3,114,38,76,56,18,38,57,20,37,64,20,44,47,15,32
0,102,46,56,50,22,28,52,24,28,60,32,28,42,14,28
0,106,48,58,53,24,29,52,24,28,62,32,30,44,16,28
4,114,46,68,50,22,28,64,24,40,71,31,40,43,15,28
2,100,38,62,52,20,32,47,18,29,56,22,34,44,16,28
4,126,60,66,61,28,33,65,32,33,77,39,38,49,21,28
0,198,84,114,95,38,57,99,46,53,142,64,78,52,16,36
3,94,38,56,46,18,28,48,20,28,46,18,28,48,20,28
4,98,40,58,48,20,28,50,20,30,48,20,28,50,20,30
4,104,44,60,49,20,29,54,24,30,55,23,32,49,21,28
4,114,46,68,58,24,34,56,22,34,49,21,28,65,25,40
0,104,46,58,52,22,30,52,24,28,61,31,30,41,13,28
3,98,36,62,49,18,31,48,18,30,55,21,34,43,15,28
1,118,24,94,48,10,38,61,14,47,52,14,38,66,10,56
3,98,38,60,48,18,30,50,20,30,53,21,32,44,16,28
1,112,24,88,56,12,44,48,12,36,47,15,32,65,9,56
4,102,44,58,48,20,28,53,24,29,55,25,30,47,19,28
1,124,28,96,54,14,40,62,14,48,56,16,40,68,12,56
2,166,50,116,80,24,56,86,26,60,62,24,38,104,26,78
3,138,66,72,58,26,32,78,40,38,70,34,36,67,31,36
2,126,44,82,69,22,47,57,22,35,49,21,28,77,23,54
3,96,38,58,47,18,29,49,20,29,54,24,30,42,14,28
0,116,58,58,57,28,29,59,30,29,67,37,30,44,16,28
0,100,44,56,50,22,28,50,22,28,58,30,28,42,14,28
0,100,40,60,50,20,30,50,20,30,50,18,32,50,22,28
4,142,60,82,66,28,38,75,32,43,69,27,42,72,32,40
4,116,44,72,58,22,36,58,22,36,65,21,44,51,23,28
3,86,26,60,42,12,30,44,14,30,43,11,32,43,15,28
4,126,50,76,65,24,41,61,26,35,51,21,30,74,28,46
3,86,30,56,42,14,28,44,16,28,43,15,28,43,15,28
3,202,78,124,79,32,47,116,46,70,85,33,52,114,42,72
3,112,46,66,52,22,30,60,24,36,64,26,38,47,19,28
1,108,20,88,43,10,33,54,10,44,45,13,32,63,7,56
4,106,44,62,52,22,30,54,22,32,46,18,28,60,26,34
2,96,36,60,47,18,29,49,18,31,46,18,28,50,18,32
0,106,50,56,54,26,28,52,24,28,60,32,28,46,18,28
0,124,60,64,64,30,34,60,30,30,77,41,36,47,19,28
1,118,28,90,40,12,28,61,16,45,50,16,34,68,12,56
3,98,42,56,50,22,28,48,20,28,45,17,28,53,25,28
3,88,30,58,43,14,29,45,16,29,47,17,30,41,13,28
0,134,60,74,70,30,40,64,30,34,88,42,46,46,18,28
0,102,46,56,52,24,28,50,22,28,58,30,28,43,15,28
2,98,40,58,49,20,29,49,20,29,48,20,28,50,20,30
4,126,48,78,66,26,40,58,22,36,61,25,36,65,23,42
3,134,78,56,65,38,27,68,40,28,56,28,28,71,43,28
4,148,54,94,70,24,46,78,30,48,49,21,28,97,31,66
1,104,22,82,38,10,28,53,12,41,39,11,28,64,10,54
0,108,50,58,53,24,29,55,26,29,51,23,28,57,27,30
1,122,28,94,55,16,39,59,12,47,56,14,42,65,13,52
4,116,56,60,59,28,31,57,28,29,48,22,26,68,34,34
1,118,30,88,50,12,38,62,18,44,46,14,32,72,16,56
1,92,26,66,40,12,28,47,14,33,40,12,28,51,13,38
0,166,86,80,82,42,40,84,44,40,97,55,42,68,30,38
4,98,38,60,48,18,30,50,20,30,49,17,32,48,20,28
1,112,22,90,43,10,33,57,12,45,48,14,34,64,8,56
0,112,46,66,55,22,33,57,24,33,64,26,38,48,20,28
0,104,48,56,52,24,28,52,24,28,50,22,28,46,18,28
2,248,96,152,103,42,61,145,54,91,157,67,90,89,27,62
3,108,42,66,53,20,33,55,22,33,56,20,36,50,20,30
0,110,50,60,54,24,30,56,26,30,65,33,32,45,17,28
2,160,54,106,81,28,53,79,26,53,66,24,42,93,29,64
3,98,42,56,48,20,28,50,22,28,55,27,28,43,15,28
0,156,70,86,71,32,39,79,38,41,103,51,52,53,19,34
2,112,50,62,56,24,32,56,26,30,51,23,28,61,27,34
4,116,46,70,56,22,34,60,24,36,52,22,30,64,24,40
1,120,24,96,52,12,40,60,12,48,54,14,40,66,10,56
1,118,24,94,38,10,28,61,14,47,51,13,38,66,10,56
4,108,44,64,52,20,32,56,24,32,47,19,28,61,25,36
0,200,132,68,100,68,32,100,64,36,101,61,40,86,58,28
3,96,34,62,46,16,30,50,18,32,47,19,28,48,14,34
1,112,26,86,55,14,41,55,12,43,45,15,30,66,10,56
4,132,62,70,68,30,38,64,32,32,48,22,26,82,38,44
0,106,48,58,53,24,29,53,24,29,60,30,30,46,18,28
2,102,40,62,51,20,31,51,20,31,48,20,28,54,20,34
4,242,118,124,118,54,64,122,64,58,109,53,56,132,64,68
0,116,54,62,58,26,32,57,28,29,72,38,34,44,16,28
4,114,42,72,59,22,37,55,20,35,45,19,26,69,23,46
2,116,46,70,57,22,35,59,24,35,49,21,28,65,23,42
3,88,32,56,44,16,28,44,16,28,44,16,28,44,16,28
2,154,56,98,77,28,49,75,28,47,74,34,40,80,22,58
1,76,20,56,36,8,28,40,12,28,40,12,28,36,8,28
3,108,46,62,52,22,30,56,24,32,55,27,28,51,17,34
2,118,44,74,64,22,42,53,22,31,50,20,30,67,23,44
3,112,40,72,64,22,42,48,18,30,54,20,34,58,20,38
2,102,44,58,52,22,30,50,22,28,46,20,26,55,23,32
0,84,26,58,41,12,29,43,14,29,43,13,30,41,13,28
0,140,64,76,71,34,37,68,30,38,90,46,44,50,18,32
2,144,46,98,70,22,48,74,24,50,61,23,38,83,23,60
0,148,58,90,82,30,52,66,28,38,68,36,32,80,22,58
0,106,48,58,53,24,29,53,24,29,60,30,30,44,16,28
0,108,48,60,51,22,29,57,26,31,57,25,32,47,19,28
4,162,50,112,72,22,50,90,28,62,60,24,36,101,25,76
1,116,28,88,38,10,28,62,18,44,46,14,32,69,13,56
4,116,50,66,58,26,32,57,24,33,59,23,36,57,27,30
4,106,42,64,52,20,32,54,22,32,47,19,28,59,23,36
1,110,24,86,41,12,29,55,12,43,43,13,30,67,11,56
2,134,50,84,66,24,42,67,26,41,67,29,38,67,21,46
1,126,34,92,55,16,39,64,18,46,52,16,36,74,18,56
3,86,28,58,43,14,29,43,14,29,48,18,30,38,10,28
4,98,42,56,48,20,28,50,22,28,57,29,28,41,13,28
1,116,28,88,43,14,29,58,14,44,46,14,32,70,14,56
0,102,46,56,50,22,28,52,24,28,59,31,28,42,14,28
3,92,32,60,46,16,30,46,16,30,50,18,32,42,14,28
4,100,44,56,50,22,28,50,22,28,58,30,28,41,13,28
4,150,48,102,72,22,50,78,26,52,50,22,28,99,25,74
0,100,40,60,48,18,30,52,22,30,51,19,32,49,21,28
3,100,34,66,49,18,31,50,16,34,54,18,36,46,16,30
3,118,48,70,60,26,34,53,22,31,68,30,38,50,18,32
3,106,50,56,52,24,28,54,26,28,48,18,30,57,31,26
4,110,50,60,55,26,29,54,24,30,64,32,32,46,18,28
4,110,50,60,55,24,31,55,26,29,51,25,26,59,25,34
3,88,30,58,43,14,29,45,16,29,45,15,30,43,15,28
2,220,148,72,107,72,35,113,76,37,120,88,32,99,59,40
2,130,48,82,59,22,37,70,26,44,52,22,30,76,24,52
2,132,42,90,66,20,46,66,22,44,50,22,28,82,20,62
2,128,46,82,61,22,39,67,24,43,49,21,28,79,25,54
4,104,44,60,52,22,30,52,22,30,46,18,28,56,24,32
1,98,22,76,38,10,28,50,12,38,39,11,28,59,11,48
0,122,60,62,58,28,30,64,32,32,71,37,34,50,22,28
4,108,46,62,53,22,31,54,24,30,47,19,28,59,25,34
4,156,50,106,84,26,58,72,24,48,53,21,32,103,29,74
2,156,52,104,74,24,50,82,28,54,53,23,30,103,29,74
2,104,44,60,52,22,30,52,22,30,50,22,28,54,22,32
2,110,40,70,55,20,35,55,20,35,46,20,26,64,20,44
2,118,46,72,58,22,36,60,24,36,51,23,28,67,23,44
0,106,46,60,52,22,30,53,24,29,65,33,32,41,13,28
2,118,44,74,59,22,37,59,22,37,52,22,30,66,22,44
1,120,24,96,43,10,33,62,14,48,53,13,40,67,11,56
1,118,30,88,57,14,43,60,16,44,47,15,32,71,15,56
3,86,26,60,42,12,30,44,14,30,45,13,32,41,13,28
3,120,40,80,59,20,39,60,20,40,72,20,52,48,20,28
0,108,50,58,50,22,28,57,28,29,64,34,30,44,16,28
0,112,54,58,55,26,29,57,28,29,69,39,30,43,15,28
3,102,40,62,50,20,30,51,20,31,54,24,30,48,16,32
3,98,42,56,48,20,28,50,22,28,44,16,28,54,26,28
4,128,46,82,62,22,40,66,24,42,49,21,28,79,25,54
0,124,56,68,60,28,32,64,28,36,77,37,40,46,18,28
4,122,46,76,66,24,42,56,22,34,48,20,28,74,26,48
3,130,36,94,65,18,47,65,18,47,67,21,46,62,14,48
3,76,20,56,38,10,28,38,10,28,39,11,28,36,8,28
1,116,26,90,56,14,42,53,12,41,48,14,34,68,12,56
3,104,32,72,55,18,37,48,14,34,56,14,42,48,18,30
2,158,56,102,64,28,36,93,28,65,75,29,46,83,27,56
2,170,52,118,85,26,59,85,26,59,64,24,40,106,28,78
3,126,36,90,64,18,46,62,18,44,66,20,46,60,16,44
1,106,22,84,39,10,29,54,12,42,39,11,28,66,10,56
0,184,88,96,89,42,47,95,46,49,118,56,62,66,32,34
3,84,24,60,36,8,28,46,16,30,47,15,32,37,9,28
3,224,96,128,109,46,63,111,50,61,112,50,62,112,46,66
3,92,26,66,47,14,33,45,12,33,50,12,38,42,14,28
4,106,44,62,53,22,31,53,22,31,49,21,28,56,22,34
3,96,38,58,46,18,28,49,20,29,51,21,30,45,17,28
0,106,46,60,52,22,30,54,24,30,61,29,32,45,17,28
3,94,36,58,44,16,28,49,20,29,52,22,30,41,13,28
4,104,48,56,52,24,28,52,24,28,62,34,28,42,14,28
2,120,46,74,64,22,42,56,24,32,49,21,28,71,25,46
3,96,38,58,47,18,29,49,20,29,48,18,30,42,14,28
3,86,22,64,41,10,31,44,12,32,45,9,36,41,13,28
2,142,58,84,66,26,40,74,32,42,84,38,46,58,20,38
4,100,40,60,49,20,29,51,20,31,48,20,28,52,20,32
0,100,42,58,49,20,29,51,22,29,59,29,30,41,13,28
1,112,20,92,53,10,43,56,10,46,50,14,36,62,6,56
1,116,26,90,44,12,32,59,14,45,49,15,34,67,11,56
3,94,36,58,48,18,30,46,18,28,45,17,28,49,19,30
0,126,56,70,60,26,34,66,30,36,53,23,30,72,32,40
2,160,68,92,67,28,39,89,40,49,82,32,50,78,36,42
2,110,38,72,55,18,37,55,20,35,46,18,28,64,20,44
1,102,34,68,44,16,28,52,18,34,42,14,28,60,20,40
4,96,36,60,48,18,30,48,18,30,46,18,28,50,18,32
3,86,28,58,43,14,29,43,14,29,48,18,30,38,10,28
2,142,44,98,73,22,51,69,22,47,48,20,28,94,24,70
1,126,30,96,51,14,37,64,16,48,57,17,40,69,13,56
0,130,52,78,64,26,38,66,26,40,54,26,28,76,26,50
4,102,48,54,51,24,27,51,24,27,54,28,26,48,20,28
0,104,46,58,48,20,28,55,26,29,61,31,30,43,15,28
2,120,48,72,65,24,41,55,24,31,52,22,30,66,24,42
3,90,34,56,46,18,28,44,16,28,47,19,28,42,14,28
0,148,72,76,70,34,36,76,38,38,89,49,40,57,21,36
0,106,50,56,52,24,28,54,26,28,61,33,28,45,17,28
0,106,48,58,50,22,28,55,26,29,62,32,30,44,16,28
1,114,26,88,52,14,38,55,12,43,46,14,32,68,12,56
1,114,24,90,57,12,45,54,12,42,49,15,34,64,8,56
0,108,50,58,53,24,29,54,26,28,64,34,30,44,16,28
4,108,48,60,54,24,30,54,24,30,50,22,28,58,26,32
3,76,16,60,37,8,29,39,8,31,37,7,30,38,8,30
2,184,58,126,87,26,61,95,32,63,75,33,42,109,25,84
2,192,70,122,93,36,57,98,34,64,90,44,46,101,25,76
2,106,46,60,52,22,30,54,24,30,50,22,28,56,24,32
1,122,26,96,53,14,39,60,12,48,54,14,40,67,11,56
3,102,36,66,51,18,33,51,18,33,53,15,38,47,19,28
4,118,46,72,57,22,35,60,24,36,61,21,40,56,24,32
4,122,60,62,59,28,31,63,32,31,55,23,32,67,37,30
2,132,56,76,61,26,35,69,30,39,69,29,40,59,23,36
3,106,38,68,49,18,31,57,20,37,56,20,36,50,18,32
4,156,56,100,75,24,51,79,32,47,61,25,36,95,31,64
3,86,28,58,43,14,29,43,14,29,43,13,30,43,15,28
2,114,44,70,52,20,32,62,24,38,49,21,28,65,23,42
4,110,52,58,54,24,30,56,28,28,59,29,30,45,17,28
0,104,44,60,52,22,30,52,22,30,60,28,32,44,16,28
2,114,44,70,56,22,34,58,22,36,51,21,30,63,23,40
0,122,48,74,60,24,36,62,24,38,75,29,46,47,19,28
1,110,28,82,55,14,41,55,14,41,42,14,28,68,14,54
4,104,38,66,53,20,33,51,18,33,50,18,32,53,19,34
2,134,50,84,67,24,43,67,26,41,66,26,40,68,24,44
0,102,46,56,53,24,29,49,22,27,60,32,28,42,14,28
2,104,40,64,52,20,32,52,20,32,46,20,26,58,20,38
3,106,34,72,55,18,37,51,16,35,42,12,30,64,22,42
1,106,22,84,39,10,29,54,12,42,39,11,28,66,10,56
0,104,48,56,52,24,28,52,24,28,60,32,28,44,16,28
4,134,44,90,70,22,48,64,22,42,49,21,28,85,23,62
4,148,40,108,72,20,52,76,20,56,48,20,28,99,19,80
3,96,32,64,47,16,31,49,16,33,54,18,36,42,14,28
4,104,48,56,52,24,28,52,24,28,58,30,28,46,18,28
0,128,72,56,73,40,33,55,32,23,64,42,22,64,30,34
4,110,54,56,54,26,28,56,28,28,62,34,28,48,20,28
1,112,20,92,56,10,46,50,10,40,48,12,36,64,8,56
